11:55,Canberra,CR,CR,1,3,BECAUSE WE ALL CAN,100,0.0,0.0,6,SHAHDAROBA,78,0.0,0.0,2,HEZA CLOWN,53,0.0,0.0,5,ZAKYNTHOS PRIPECHO,42,0.0,0.0
11:59,Bordertown,AR,AR,1,9,WITHOUT A POP,100,0.0,0.0,7,LADY DYSON,75,0.0,0.0,8,SALOON BAR DANCER,61,0.0,0.0,3,TROUBLED GLASS,32,0.0,0.0
12:08,Hawkesbury,NR,NR,1,7,SINGLES SOIREE,100,0.0,0.0,3,BALLINACLASH,83,0.0,0.0,2,TAXCRUSHER,58,0.0,0.0,1,LORD LEOFRIC,43,0.0,0.0
12:13,Tatura,ZR,ZR,1,6,SAVELOY,100,0.0,0.0,2,HAPPY CLOWN,73,0.0,0.0,7,FLYTIR,53,0.0,0.0,5,ROCK HARD STAR,40,0.0,0.0
12:17,Sunshine Coast,BR,BR,1,10,PURE FETISH,100,0.0,0.0,1,BE THE MAGIC,85,0.0,0.0,12,BASILISK,66,0.0,0.0,3,I DOUBT I CAN,41,0.0,0.0
12:26,Werribee,VR,VR,2,1,AMOUR DE JEUNESSE,100,0.0,0.0,7,ONE FINE CAT,79,0.0,0.0,3,HOSTILE OWNERS,54,0.0,0.0,5,MATTI'S DANCING,38,0.0,0.0
12:35,Bordertown,AR,AR,2,5,CHURCHILLA,100,0.0,0.0,12,WITHOUT EXCEPTION,86,0.0,0.0,9,SUNSET BLAZE,59,0.0,0.0,7,SHE BY DEBEERS,43,0.0,0.0
12:44,Hawkesbury,NR,NR,2,1,MILEYVA,100,0.0,0.0,12,PURITY MISS,88,0.0,0.0,3,TANITA,52,0.0,0.0,9,LOLLY SHOPPE,44,0.0,0.0
12:49,Tatura,ZR,ZR,2,8,VEGAS RULER,100,0.0,0.0,9,GREEN MOTH,76,0.0,0.0,10,RUBYMAY,55,0.0,0.0,11,STREET CONNECTION,35,0.0,0.0
12:53,Sunshine Coast,BR,BR,2,5,GUNSMOKE,100,0.0,0.0,1,BROOKTON ICE,84,0.0,0.0,11,AUDELLA,64,0.0,0.0,9,RAYS ARE LUCKY,31,0.0,0.0
