11:55,Flemington,MR,MR,1,3,AUDINO,100,0.0,0.0,5,MOSCOW PEARL,80,0.0,0.0,2,TALLAT,54,0.0,0.0,8,GODFREY,42,0.0,0.0
12:10,Randwick,SR,SR,1,6,MINNESOTA,100,0.0,0.0,5,FELINES,76,0.0,0.0,2,LOCKROY,64,0.0,0.0,3,DUPE 'EM,38,0.0,0.0
12:15,Stawell,VR,VR,1,1,BANK STREET,100,0.0,0.0,7,AMITY VAL,79,0.0,0.0,5,MILITARY SHIELD,58,0.0,0.0,6,MR INQUISITIVE,34,0.0,0.0
12:25,Kembla Grange,NR,NR,1,8,ROCK CANDY,100,0.0,0.0,1,KIWI BOSS,89,0.0,0.0,3,BABY SHOES,57,0.0,0.0,5,HEAVENLY HAND,38,0.0,0.0
12:30,Flemington,MR,MR,2,5,ERUPTION,100,0.0,0.0,7,ST CHLOE,79,0.0,0.0,2,CORONATION SHALLAN,53,0.0,0.0,6,YOUNG TIGERS JEUNY,44,0.0,0.0
12:37,Morphettville,AR,AR,1,1,MAGIC BOY,100,0.0,0.0,3,IT'S ABOUT YOU,85,0.0,0.0,4,BEAU'S MY BOY,67,0.0,0.0,5,SCHERZOSO,37,0.0,0.0
12:41,Gold Coast,QR,QR,1,7,GOLD CLAIM,100,0.0,0.0,11,VIDA PLAYA,75,0.0,0.0,9,REAL NAUGHTY,54,0.0,0.0,12,HAMUNAPTRA,40,0.0,0.0
12:50,Stawell,VR,VR,2,7,GOLDEN PERFUME,100,0.0,0.0,9,POKERFACE SPORTIVO,73,0.0,0.0,10,SHANGHAI SHUFFLE,58,0.0,0.0,2,DAD'S IRISH,34,0.0,0.0
13:00,Kembla Grange,NR,NR,2,4,CARVER,100,0.0,0.0,1,ECOFLASH,88,0.0,0.0,8,ZABOSS,81,0.0,0.0,10,VON COSTABEEL,35,0.0,0.0
13:05,Flemington,MR,MR,3,4,TIPS AND BEERS,100,0.0,0.0,1,SUBIASO,84,0.0,0.0,3,MAGIC TOM,63,0.0,0.0,5,RICH RIVER,39,0.0,0.0
