10:47,Gunnedah,OR,OR,2,1,DIVA'S DANE,100,0.0,0.0,2,HOT LAVA,82,0.0,0.0,9,MY LUCKY LADY,53,0.0,0.0,3,AYHAM,38,0.0,0.0
12:02,Morphettville,AR,AR,1,1,COUNTER PULSE,100,0.0,0.0,5,INVINCIBLE JULES,80,0.0,0.0,6,LAHQA,66,0.0,0.0,2,MR HUMPHRIES,37,0.0,0.0
12:10,Rosehill,SR,SR,1,7,INVINCIBLE DAME,100,0.0,0.0,6,FRANCAIS,106,0.0,0.0,4,ZOUTENANT,59,0.0,0.0,2,SKYCLAD,53,0.0,0.0
12:33,Gunnedah,OR,OR,5,3,SHARP NOTE,100,0.0,0.0,5,BLINKIN ROCKIN,79,0.0,0.0,11,MISS PRESERVA,53,0.0,0.0,12,REINETTE,45,0.0,0.0
12:37,Morphettville,AR,AR,2,1,GOODFUN GIRL,100,0.0,0.0,6,OUR PARADIGM,82,0.0,0.0,9,REBELLE,65,0.0,0.0,2,LEAD THE WITNESS,44,0.0,0.0
12:45,Rosehill,SR,SR,2,1,EISENHOWER,100,0.0,0.0,5,BINARY,46,0.0,0.0,8,BERRY DELICIOUS,33,0.0,0.0,4,FURBISH,45,0.0,0.0
12:55,Doomben,BR,BR,1,2,CRAIGLEA JABIRU,100,0.0,0.0,1,MISHANI DI CAPRIO,79,0.0,0.0,3,MISHANI HONCHO,57,0.0,0.0,4,COOKIE'S CARIOCA,43,0.0,0.0
12:57,Wagga,CR,CR,1,2,EL PAPPA,100,0.0,0.0,5,WILD WIN,74,0.0,0.0,9,SWEETLY GLIDING,66,0.0,0.0,4,HAPPY CLOWN,39,0.0,0.0
13:00,Newcastle,NR,NR,1,6,ISLAND JEWEL,100,0.0,0.0,1,HARCOURT STREET,79,0.0,0.0,7,JILL'S JOURNEY,58,0.0,0.0,10,TWIST AND SHOUT,44,0.0,0.0
13:12,Morphettville,AR,AR,3,5,CHESTNUT CHARLIE,100,0.0,0.0,1,KUSHADASI,75,0.0,0.0,2,RIVER'S LANE,56,0.0,0.0,3,TEXAN WARNEY,32,0.0,0.0
