12:02,Goulburn,NR,NR,1,1,SATIRE,2nd,1.50,1.00,6,WOOBIE,--,15.20,6.50,2,MAJASKA,1st,3.80,2.10,3,SNOWLARK,--,14.40,6.90,PAYING
12:20,Kilmore,VR,VR,1,1,FEEL THE FAME,--,4.90,1.30,6,NIPPINSKI,1st,7.70,1.90,3,BROWN COAL,--,1638.30,1638.30,2,THE LAST LAUGH,3rd,10.00,2.70,PAYING
12:38,Goulburn,NR,NR,2,1,STEEL TRIGGER,1st,3.70,2.50,4,SERIOUS FUN,2nd,2.90,1.40,6,VARVO,--,16.20,8.90,3,AZULEJOS,--,3.50,1.70,PAYING
12:55,Kilmore,VR,VR,2,7,ARCTOWSKI,1st,3.60,1.40,6,WILSON,--,13.20,2.70,8,ONE FINE CAT,--,5.10,1.40,4,MONAHRO,--,13.90,2.90,PAYING
13:13,Goulburn,NR,NR,3,1,FAVEROCK,--,1.70,1.80,4,STICKY DANISH,2nd,6.30,2.40,7,IMMY,--,4.30,1.70,6,SOUTHERN ALBATROSS,1st,10.20,2.60,PAYING
13:30,Kilmore,VR,VR,3,8,NOT A SINGLE SHOUT,2nd,3.50,1.90,3,JAVA,1st,5.20,3.00,5,ROCK OF GLORY,--,4.80,2.10,2,FREE ON SATURDAY,--,3.60,2.10,PAYING
13:48,Goulburn,NR,NR,4,14,STORM SIREN,2nd,3.00,1.20,13,ROQUESSA,3rd,11.50,2.10,6,WEPREFERMANGO,--,123.70,13.90,11,ORACLE MISS,--,33.80,4.70,INTERIM
14:05,Kilmore,VR,VR,4,2,DERBY WAY,100,21.20,4.20,4,GRAND LIBERTY,88,3.50,1.30,10,RARE CHOICE,63,3.20,1.00,1,AWARE,34,6.70,3.40,SELLING
14:24,Goulburn,NR,NR,5,2,LE CAVALIER,100,4.50,1.30,1,ASTRONOMOS,83,1.60,1.40,7,ARTHURORMARTHER,67,6.50,2.70,5,NEW VOGUE,42,16.00,4.60,SELLING
14:42,Kilmore,VR,VR,5,4,MAASAI WARRIOR,100,2.50,1.00,11,FLASH CADILLAC,82,7.70,2.70,12,THE WHISTLER,54,10.90,3.20,7,FORTRUS DANCER,36,14.10,4.00,SELLING
