12:38,Goulburn,NR,NR,1,1,FIRE THE MUSKET,100,0.0,0.0,12,WINGS OF A DOVE,86,0.0,0.0,11,THINK AMORE,59,0.0,0.0,10,HIDDEN ATTRACTION,42,0.0,0.0
12:55,Kyneton,VR,VR,2,2,STERNO,100,0.0,0.0,10,JADE RIPPLES,86,0.0,0.0,9,ARWA,52,0.0,0.0,1,KING RIAN,41,0.0,0.0
13:13,Goulburn,NR,NR,2,9,ROBUSTA,100,0.0,0.0,2,SWISS CHALLENGE,88,0.0,0.0,8,PLANET EARTH,59,0.0,0.0,7,CAREER,43,0.0,0.0
13:30,Kyneton,VR,VR,3,2,CANELO,100,0.0,0.0,5,MONOCHROME,78,0.0,0.0,9,GUAJEO,52,0.0,0.0,8,BIZARRE,32,0.0,0.0
13:48,Goulburn,NR,NR,3,13,SUPERCHARGED,100,0.0,0.0,14,WORLDLY WISE,86,0.0,0.0,3,CLASSROOM DESTINY,55,0.0,0.0,10,HALICARNASSUS,33,0.0,0.0
14:05,Kyneton,VR,VR,4,9,SMITHFIELD MISS,100,0.0,0.0,5,YA CRACKIN' JOKES,88,0.0,0.0,10,SWEET CHURCH,57,0.0,0.0,8,SERENE PEARL,42,0.0,0.0
14:48,Mackay,QR,QR,4,5,CHARGALUCCA,100,0.0,0.0,7,MIDNIGHT STALKER,85,0.0,0.0,1,CHARLIE'S MOMENT,61,0.0,0.0,6,KACHADA,34,0.0,0.0
15:00,Goulburn,NR,NR,5,7,TRADTRI,100,0.0,0.0,1,BROCKMAN,84,0.0,0.0,2,BAG OF NICKELS,63,0.0,0.0,10,MAY NELLY,40,0.0,0.0
15:20,Kyneton,VR,VR,6,3,CHURCHILL'S WIT,100,0.0,0.0,10,TYCOON JEWEL,73,0.0,0.0,12,WHISPERING MISS,60,0.0,0.0,8,JUST HARLEY,39,0.0,0.0
15:28,Mackay,QR,QR,5,8,WHISPER WILLOW,100,0.0,0.0,4,ROC' DA FLOOR,75,0.0,0.0,3,STAR TRUCE,59,0.0,0.0,5,ARIADNE,34,0.0,0.0
