11:45,Sandown,MR,MR,1,7,CHARITY LANE,100,0.0,0.0,8,ANNESBROOK,84,0.0,0.0,5,PERSINETTE,63,0.0,0.0,3,SPELLROCKER,45,0.0,0.0
12:01,Warwick Farm,SR,SR,1,7,BETTER NOT BLUE,100,0.0,0.0,5,FINAL DECISION,86,0.0,0.0,6,LICENCED LAD,56,0.0,0.0,4,MYBOYGUY,35,0.0,0.0
12:20,Sandown,MR,MR,2,2,COOL,100,0.0,0.0,3,GET YA KICKS,82,0.0,0.0,6,STATUE OF WARRIORS,60,0.0,0.0,7,VON CLASSIC HERO,32,0.0,0.0
12:38,Warwick Farm,SR,SR,2,3,CHLOE'S COMET,100,0.0,0.0,1,ALUCINARI,73,0.0,0.0,5,DORLOTER,59,0.0,0.0,2,CALL ME RUBY,41,0.0,0.0
12:45,Sunshine Coast,BR,BR,1,9,ZIGGY'S SPIRIT,100,0.0,0.0,10,CHASTE ANGEL,83,0.0,0.0,1,ALOFTHYM,54,0.0,0.0,5,MANHATTAN FLYER,45,0.0,0.0
12:55,Sandown,MR,MR,3,4,SEATTLEITE,100,0.0,0.0,8,GODSPIEL,77,0.0,0.0,9,SECOND BULLET,53,0.0,0.0,6,STORM APPROACH,41,0.0,0.0
13:14,Warwick Farm,SR,SR,3,2,KIPLING,100,0.0,0.0,5,MUSIC MAGNATE,83,0.0,0.0,1,COOLCRAFT,59,0.0,0.0,8,MORE THAN JEWELS,37,0.0,0.0
13:20,Sunshine Coast,BR,BR,2,10,MAGIC SAM,100,0.0,0.0,8,FORTINI,77,0.0,0.0,4,SPIRITED SAINT,53,0.0,0.0,9,HANGOVER TOO,32,0.0,0.0
13:30,Sandown,MR,MR,4,5,DIAMOND DISTRICT,100,0.0,0.0,16,WESTERN DESERT,79,0.0,0.0,13,ANAPHORA,57,0.0,0.0,11,DARK ENVY,46,0.0,0.0
13:48,Warwick Farm,SR,SR,4,4,IL MIO DESTINO,100,0.0,0.0,3,MISS TENPINS,79,0.0,0.0,7,RAHY STORM,67,0.0,0.0,2,ELEGANT DOUBT,46,0.0,0.0
