12:40,Narromine,NR,NR,1,4,MI SASSY,100,0.0,0.0,3,HENNY'S HARMONY,74,0.0,0.0,6,RELATIVE CHAOS,62,0.0,0.0,5,MISS BONNIE,32,0.0,0.0
12:55,Kilmore,VR,VR,2,7,NOT A SINGLE SHOUT,100,0.0,0.0,8,NOUVELLE AGAIN,82,0.0,0.0,2,ROCK OF GLORY,67,0.0,0.0,10,WHITEHOUSE AFFAIR,38,0.0,0.0
13:05,Pt Macquarie,CR,CR,1,1,BATTALION,100,0.0,0.0,4,MATTYJAY,81,0.0,0.0,6,REGENTS PARK,59,0.0,0.0,13,LOBBAN DYNAMITE,36,0.0,0.0
13:15,Narromine,NR,NR,2,4,AWILD ENEMY'S PICK,100,0.0,0.0,2,MANITOU,75,0.0,0.0,6,SINNENDOR,63,0.0,0.0,8,JULIE'S SUN,46,0.0,0.0
13:30,Kilmore,VR,VR,3,4,SHY FRANK,100,0.0,0.0,3,PECULATUS,75,0.0,0.0,7,LENNY'S HOPE,59,0.0,0.0,1,BARISTASCOLLECTION,34,0.0,0.0
13:40,Pt Macquarie,CR,CR,2,5,PRADNYA,100,0.0,0.0,3,STORM AHEAD,79,0.0,0.0,2,POWER RECEIVER,55,0.0,0.0,4,BUTANE,44,0.0,0.0
14:05,Kilmore,VR,VR,4,4,EBONY FLIGHT,100,0.0,0.0,10,SOUND ADVICE,80,0.0,0.0,7,MORALTO,62,0.0,0.0,6,COCO SET,45,0.0,0.0
14:25,Narromine,NR,NR,4,2,SHARP NOTE,100,0.0,0.0,5,IRON BLUE,75,0.0,0.0,10,THE END,60,0.0,0.0,1,GELSOMINA,36,0.0,0.0
14:40,Kilmore,VR,VR,5,2,SCHALOT,100,0.0,0.0,6,MUSS,83,0.0,0.0,9,MARLEY'S MISSION,63,0.0,0.0,8,SET IN DIAMONDS,44,0.0,0.0
15:32,Pt Macquarie,CR,CR,5,1,PURRVOSA,100,0.0,0.0,8,THE IRON MAIDEN,88,0.0,0.0,3,AMBER ALERT,54,0.0,0.0,6,MIND FREAK,32,0.0,0.0
